id	year	author	title	tags	link
1913__26__G. K. Chesterton__The Victorian Age in Literature_distribution_gutenberg.txt	1913	G. K. Chesterton	The Victorian Age in Literature		https://www.gutenberg.org/ebooks/18639
1925__2__Ruth Royce__The Children of France_distribution_gutenberg.txt	1925	Ruth Royce	The Children of France		https://www.gutenberg.org/ebooks/16437
1894__35__Philip Verrill Mighels__The Furnace of Gold_distribution_gutenberg.txt	1894	Philip Verrill Mighels	The Furnace of Gold		https://www.gutenberg.org/ebooks/16629
1912__29__Max Rittenberg__Swirling Waters_distribution_gutenberg.txt	1912	Max Rittenberg	Swirling Waters		https://www.gutenberg.org/ebooks/18789
1917__0__Benjamin Franklin Schappelle__The German Element in Brazil_distribution_gutenberg.txt	1917	Benjamin Franklin Schappelle	The German Element in Brazil		https://www.gutenberg.org/ebooks/
1912__60__Christopher Morley__Shandygaff_distribution_gutenberg.txt	1912	Christopher Morley	Shandygaff		https://www.gutenberg.org/ebooks/
1910__51__James Huneker__Promenades of an Impressionist_distribution_gutenberg.txt	1910	James Huneker	Promenades of an Impressionist		https://www.gutenberg.org/ebooks/13296
1890__1__Various__Rig Veda Americanus_distribution_gutenberg.txt	1890	Various	Rig Veda Americanus		https://www.gutenberg.org/ebooks/14993
1892__22__William Winter__Shadows of the Stage_distribution_gutenberg.txt	1892	William Winter	Shadows of the Stage		https://www.gutenberg.org/ebooks/18860
1865__9__Various__Punch, or the London Charivari, Vol. 1, October 23, 1841_distribution_gutenberg.txt	1865	Various	Punch, or the London Charivari, Vol. 1, October 23, 1841		https://www.gutenberg.org/ebooks/14933
1857__33__George A. Lawrence__Guy Livingstone;_distribution_gutenberg.txt	1857	George A. Lawrence	Guy Livingstone;		https://www.gutenberg.org/ebooks/17084
1912__27__Lafcadio Hearn__Books and Habits from the Lectures of Lafcadio Hearn_distribution_gutenberg.txt	1912	Lafcadio Hearn	Books and Habits from the Lectures of Lafcadio Hearn		https://www.gutenberg.org/ebooks/14338
1842__5__Various__Punch, or the London Charivari, Vol. 1, September 12, 1841_distribution_gutenberg.txt	1842	Various	Punch, or the London Charivari, Vol. 1, September 12, 1841		https://www.gutenberg.org/ebooks/14927
1808__2__Raphael Holinshed__Chronicles of England, Scotland and Ireland (2 of 6): England (5 of 12)_distribution_gutenberg.txt	1808	Raphael Holinshed	Chronicles of England, Scotland and Ireland (2 of 6): England (5 of 12)		https://www.gutenberg.org/ebooks/16761
1921__32__Honoré Willsie Morrow__The Heart of the Desert_distribution_gutenberg.txt	1921	Honoré Willsie Morrow	The Heart of the Desert		https://www.gutenberg.org/ebooks/
1909__12__George Bryce__The Romantic Settlement of Lord Selkirk's Colonists_distribution_gutenberg.txt	1909	George Bryce	The Romantic Settlement of Lord Selkirk ' s Colonists		https://www.gutenberg.org/ebooks/
1896__8__Samuel Daniel and Henry Constable__Elizabethan Sonnet-Cycles_distribution_gutenberg.txt	1896	Samuel Daniel and Henry Constable	Elizabethan Sonnet-Cycles		https://www.gutenberg.org/ebooks/18842
1835__40__Captain Frederick Marryat__The Pacha of Many Tales_distribution_gutenberg.txt	1835	Captain Frederick Marryat	The Pacha of Many Tales		https://www.gutenberg.org/ebooks/
1914__21__Mary Hastings Bradley__The Palace of Darkened Windows_distribution_gutenberg.txt	1914	Mary Hastings Bradley	The Palace of Darkened Windows		https://www.gutenberg.org/ebooks/16054
1909__11__E. F. Benson__The Blotting Book_distribution_gutenberg.txt	1909	E. F. Benson	The Blotting Book		https://www.gutenberg.org/ebooks/11493
1894__31__William Lewis Manly__Death Valley in '49_distribution_gutenberg.txt	1894	William Lewis Manly	Death Valley in  ' 49		https://www.gutenberg.org/ebooks/12236
1918__3__L. O. Howard and F. C. Bishopp__The House Fly and How to Suppress It_distribution_gutenberg.txt	1918	L. O. Howard and F. C. Bishopp	The House Fly and How to Suppress It		https://www.gutenberg.org/ebooks/18050
1810__7__Jean Racine__Esther_distribution_gutenberg.txt	1810	Jean Racine	Esther		https://www.gutenberg.org/ebooks/15790
1899__37__J. S. LeFanu__Uncle Silas_distribution_gutenberg.txt	1899	J. S. LeFanu	Uncle Silas		https://www.gutenberg.org/ebooks/14851
1863__18__Various__The Continental Monthly, Vol. III, No. V,  May, 1863_distribution_gutenberg.txt	1863	Various	The Continental Monthly, Vol. III, No. V,  May, 1863		https://www.gutenberg.org/ebooks/19099
1851__32__Mir Amman of Dihli__Bagh O Bahar, Or Tales of the Four Darweshes_distribution_gutenberg.txt	1851	Mir Amman of Dihli	Bagh O Bahar, Or Tales of the Four Darweshes		https://www.gutenberg.org/ebooks/12370
1916__1__John Victor Lacroix__Lameness of the Horse_distribution_gutenberg.txt	1916	John Victor Lacroix	Lameness of the Horse		https://www.gutenberg.org/ebooks/
1895__18__H. W. Nevinson__Ladysmith_distribution_gutenberg.txt	1895	H. W. Nevinson	Ladysmith		https://www.gutenberg.org/ebooks/16603
1911__12__Ellen Churchill Semple__Influences of Geographic Environment_distribution_gutenberg.txt	1911	Ellen Churchill Semple	Influences of Geographic Environment		https://www.gutenberg.org/ebooks/15293
1915__45__William J. Locke__Jaffery_distribution_gutenberg.txt	1915	William J. Locke	Jaffery		https://www.gutenberg.org/ebooks/14669
1908__0__Sedley Lynch Ware__The Elizabethan Parish in its Ecclesiastical and Financial Aspects_distribution_gutenberg.txt	1908	Sedley Lynch Ware	The Elizabethan Parish in its Ecclesiastical and Financial Aspects		https://www.gutenberg.org/ebooks/12324
1909__29__Cecil Henry Bompas__Folklore of the Santal Parganas_distribution_gutenberg.txt	1909	Cecil Henry Bompas	Folklore of the Santal Parganas		https://www.gutenberg.org/ebooks/11938
1901__56__Adolph Harnack__History of Dogma, Volume 1 (of 7)_distribution_gutenberg.txt	1901	Adolph Harnack	History of Dogma, Volume 1 (of 7)		https://www.gutenberg.org/ebooks/19612
1876__49__Dutton Cook__A Book of the Play_distribution_gutenberg.txt	1876	Dutton Cook	A Book of the Play		https://www.gutenberg.org/ebooks/15151
1823__2__Various__The Mirror of Literature, Amusement, and Instruction No. 485_distribution_gutenberg.txt	1823	Various	The Mirror of Literature, Amusement, and Instruction No. 485		https://www.gutenberg.org/ebooks/12781
1845__9__Thomas Potts__Discovery of Witches_distribution_gutenberg.txt	1845	Thomas Potts	Discovery of Witches		https://www.gutenberg.org/ebooks/
1909__18__Edgar Thurston__Castes and Tribes of Southern India_distribution_gutenberg.txt	1909	Edgar Thurston	Castes and Tribes of Southern India		https://www.gutenberg.org/ebooks/42994
1918__31__Mary Johnston__Foes_distribution_gutenberg.txt	1918	Mary Johnston	Foes		https://www.gutenberg.org/ebooks/
1911__24__Various__The Empire Annual for Girls, 1911_distribution_gutenberg.txt	1911	Various	The Empire Annual for Girls, 1911		https://www.gutenberg.org/ebooks/
1888__10__John Lord__Beacon Lights of History, Volume X_distribution_gutenberg.txt	1888	John Lord	Beacon Lights of History, Volume X		https://www.gutenberg.org/ebooks/
1839__11__Charles Seignobos__History Of Ancient Civilization_distribution_gutenberg.txt	1839	Charles Seignobos	History Of Ancient Civilization		https://www.gutenberg.org/ebooks/17720
1916__21__Lord Charnwood__Abraham Lincoln_distribution_gutenberg.txt	1916	Lord Charnwood	Abraham Lincoln		https://www.gutenberg.org/ebooks/18379
1876__3__Various__Punch, Or The London Charivari, Vol. 101, November 14th, 1891_distribution_gutenberg.txt	1876	Various	Punch, Or The London Charivari, Vol. 101, November 14th, 1891		https://www.gutenberg.org/ebooks/14074
1844__12__Charlotte M. Yonge__Abbeychurch_distribution_gutenberg.txt	1844	Charlotte M. Yonge	Abbeychurch		https://www.gutenberg.org/ebooks/4267
1927__15__Emerson Hough__The Covered Wagon_distribution_gutenberg.txt	1927	Emerson Hough	The Covered Wagon		https://www.gutenberg.org/ebooks/13384
1866__3__Bureau of Ordnance, USN__Ordnance Instructions for the United States Navy._distribution_gutenberg.txt	1866	Bureau of Ordnance, USN	Ordnance Instructions for the United States Navy.		https://www.gutenberg.org/ebooks/19058
1770__6__David Hume__The History of England, Volume I_distribution_gutenberg.txt	1770	David Hume	The History of England, Volume I		https://www.gutenberg.org/ebooks/
1920__54__Willa Cather__Youth and the Bright Medusa_distribution_gutenberg.txt	1920	Willa Cather	Youth and the Bright Medusa		https://www.gutenberg.org/ebooks/
1870__5__Various__Punchinello, Vol. 1, No. 23,  September 3, 1870_distribution_gutenberg.txt	1870	Various	Punchinello, Vol. 1, No. 23,  September 3, 1870		https://www.gutenberg.org/ebooks/10017
1867__31__Various__The Atlantic Monthly, Volume 20, No. 117, July, 1867._distribution_gutenberg.txt	1867	Various	The Atlantic Monthly, Volume 20, No. 117, July, 1867.		https://www.gutenberg.org/ebooks/18914
1863__20__Various__Atlantic Monthly, Vol. XII. September, 1863, No. LXXI._distribution_gutenberg.txt	1863	Various	Atlantic Monthly, Vol. XII. September, 1863, No. LXXI.		https://www.gutenberg.org/ebooks/13631
1881__8__Garrick Mallery__Sign Language Among North American Indians Compared With That Among Other Peoples And Deaf-Mutes_distribution_gutenberg.txt	1881	Garrick Mallery	Sign Language Among North American Indians Compared With That Among Other Peoples And Deaf-Mutes		https://www.gutenberg.org/ebooks/17451
1895__5__Mrs. Humphry Ward__The Story of Bessie Costrell._distribution_gutenberg.txt	1895	Mrs. Humphry Ward	The Story of Bessie Costrell.		https://www.gutenberg.org/ebooks/12181
1824__23__Voltaire__Voltaire's Philosophical Dictionary_distribution_gutenberg.txt	1824	Voltaire	Voltaire ' s Philosophical Dictionary		https://www.gutenberg.org/ebooks/18569
1818__31__Isaac Disraeli__Literary Character of Men of Genius_distribution_gutenberg.txt	1818	Isaac Disraeli	Literary Character of Men of Genius		https://www.gutenberg.org/ebooks/
1894__10__Bliss Carman and Richard Hovey__Songs from Vagabondia_distribution_gutenberg.txt	1894	Bliss Carman and Richard Hovey	Songs from Vagabondia		https://www.gutenberg.org/ebooks/18238
1895__11__Mary Louisa S. Molesworth__"Us"_distribution_gutenberg.txt	1895	Mary Louisa S. Molesworth	"Us"		https://www.gutenberg.org/ebooks/
1920__2__Roland Allen__Missionary Survey As An Aid To Intelligent Co-Operation In Foreign Missions_distribution_gutenberg.txt	1920	Roland Allen	Missionary Survey As An Aid To Intelligent Co-Operation In Foreign Missions		https://www.gutenberg.org/ebooks/13360
1797__5__Matilda Betham__Elegies and Other Small Poems_distribution_gutenberg.txt	1797	Matilda Betham	Elegies and Other Small Poems		https://www.gutenberg.org/ebooks/11193
1768__0__Various__How to Write a Play_distribution_gutenberg.txt	1768	Various	How to Write a Play		https://www.gutenberg.org/ebooks/18230
1922__68__Margaret Wade Campbell Deland__The Vehement Flame_distribution_gutenberg.txt	1922	Margaret Wade Campbell Deland	The Vehement Flame		https://www.gutenberg.org/ebooks/15927
1854__8__Various__Punch, Or The London Charivari, Vol. 103, Sep. 24, 1892_distribution_gutenberg.txt	1854	Various	Punch, Or The London Charivari, Vol. 103, Sep. 24, 1892		https://www.gutenberg.org/ebooks/15366
1896__0__Cosmos Mindeleff__Aboriginal Remains in Verde Valley, Arizona_distribution_gutenberg.txt	1896	Cosmos Mindeleff	Aboriginal Remains in Verde Valley, Arizona		https://www.gutenberg.org/ebooks/19961
1893__1__Various__The American Missionary - Volume 50, No. 6, June 1896_distribution_gutenberg.txt	1893	Various	The American Missionary - Volume 50, No. 6, June 1896		https://www.gutenberg.org/ebooks/
1889__5__Benjamin Franklin__The Autobiography of Benjamin Franklin_distribution_gutenberg.txt	1889	Benjamin Franklin	The Autobiography of Benjamin Franklin		https://www.gutenberg.org/ebooks/148
1823__0__Various__The Mirror of Literature, Amusement, and Instruction, No. 474_distribution_gutenberg.txt	1823	Various	The Mirror of Literature, Amusement, and Instruction, No. 474		https://www.gutenberg.org/ebooks/12685
1890__83__H. M. Gwatkin__The Arian Controversy_distribution_gutenberg.txt	1890	H. M. Gwatkin	The Arian Controversy		https://www.gutenberg.org/ebooks/18377
1909__39__F. W. Bain__An Essence Of The Dusk, 5th Edition_distribution_gutenberg.txt	1909	F. W. Bain	An Essence Of The Dusk, 5th Edition		https://www.gutenberg.org/ebooks/11499
1830__108__Various__A Collection of Old English Plays, Vol. III_distribution_gutenberg.txt	1830	Various	A Collection of Old English Plays, Vol. III		https://www.gutenberg.org/ebooks/10734
1912__19__Charles Egbert Craddock__The Ordeal_distribution_gutenberg.txt	1912	Charles Egbert Craddock	The Ordeal		https://www.gutenberg.org/ebooks/19776
1891__7__Howard C. Hillegas__With the Boer Forces_distribution_gutenberg.txt	1891	Howard C. Hillegas	With the Boer Forces		https://www.gutenberg.org/ebooks/16462
1898__16__William George Waters__Jerome Cardan_distribution_gutenberg.txt	1898	William George Waters	Jerome Cardan		https://www.gutenberg.org/ebooks/19600
1907__11__Francis Jameson Rowbotham__Story-Lives of Great Musicians_distribution_gutenberg.txt	1907	Francis Jameson Rowbotham	Story-Lives of Great Musicians		https://www.gutenberg.org/ebooks/19748
1855__21__Herman Melville__Israel Potter_distribution_gutenberg.txt	1855	Herman Melville	Israel Potter		https://www.gutenberg.org/ebooks/15422
1912__13__Nellie McClung__The Black Creek Stopping-House_distribution_gutenberg.txt	1912	Nellie McClung	The Black Creek Stopping-House		https://www.gutenberg.org/ebooks/10164
1883__15__Annie Besant__The Freethinker's Text Book, Part II._distribution_gutenberg.txt	1883	Annie Besant	The Freethinker ' s Text Book, Part II.		https://www.gutenberg.org/ebooks/13349
1897__0__Various__The Great Round World and What Is Going On In It, Vol. 1, No. 26, May 6, 1897_distribution_gutenberg.txt	1897	Various	The Great Round World and What Is Going On In It, Vol. 1, No. 26, May 6, 1897		https://www.gutenberg.org/ebooks/15518
1921__36__Lewis E. Theiss__The Young Wireless Operator--As a Fire Patrol_distribution_gutenberg.txt	1921	Lewis E. Theiss	The Young Wireless Operator--As a Fire Patrol		https://www.gutenberg.org/ebooks/12839
1884__7__Frank R. Stockton__The Rudder Grangers Abroad and Other Stories_distribution_gutenberg.txt	1884	Frank R. Stockton	The Rudder Grangers Abroad and Other Stories		https://www.gutenberg.org/ebooks/11671
1915__14__Agnes C. Laut__The Canadian Commonwealth_distribution_gutenberg.txt	1915	Agnes C. Laut	The Canadian Commonwealth		https://www.gutenberg.org/ebooks/
1890__24__Watson Smith__The Chemistry of Hat Manufacturing_distribution_gutenberg.txt	1890	Watson Smith	The Chemistry of Hat Manufacturing		https://www.gutenberg.org/ebooks/17740
1820__7__Thomas Jefferson__Memoir, Correspondence, And Miscellanies, From The Papers Of Thomas Jefferson_distribution_gutenberg.txt	1820	Thomas Jefferson	Memoir, Correspondence, And Miscellanies, From The Papers Of Thomas Jefferson		https://www.gutenberg.org/ebooks/16783
1907__48__Una L. Silberrad__The Good Comrade_distribution_gutenberg.txt	1907	Una L. Silberrad	The Good Comrade		https://www.gutenberg.org/ebooks/18060
1856__27__John Turvill Adams__The Lost Hunter_distribution_gutenberg.txt	1856	John Turvill Adams	The Lost Hunter		https://www.gutenberg.org/ebooks/15328
1864__91__William H. Thomes__The Gold Hunter's Adventures_distribution_gutenberg.txt	1864	William H. Thomes	The Gold Hunter ' s Adventures		https://www.gutenberg.org/ebooks/
1894__0__J. W. Clark__Libraries in the Medieval and Renaissance Periods_distribution_gutenberg.txt	1894	J. W. Clark	Libraries in the Medieval and Renaissance Periods		https://www.gutenberg.org/ebooks/19415
1908__10__Joseph Conrad__The Point Of Honor_distribution_gutenberg.txt	1908	Joseph Conrad	The Point Of Honor		https://www.gutenberg.org/ebooks/17620
1920__2__James Branch Cabell__Taboo_distribution_gutenberg.txt	1920	James Branch Cabell	Taboo		https://www.gutenberg.org/ebooks/17134
1844__5__Josephine Preston Peabody__The Singing Man_distribution_gutenberg.txt	1844	Josephine Preston Peabody	The Singing Man		https://www.gutenberg.org/ebooks/14531
1900__0__Edward Channing__A Short History of the United States_distribution_gutenberg.txt	1900	Edward Channing	A Short History of the United States		https://www.gutenberg.org/ebooks/12423
1904__3__William Ritchie Sorley__Recent Tendencies in Ethics_distribution_gutenberg.txt	1904	William Ritchie Sorley	Recent Tendencies in Ethics		https://www.gutenberg.org/ebooks/
1908__21__Frederick John Lazell__Some Spring Days in Iowa_distribution_gutenberg.txt	1908	Frederick John Lazell	Some Spring Days in Iowa		https://www.gutenberg.org/ebooks/18227
1904__6__Natalie Harris Hammond__A Woman's Part in a Revolution_distribution_gutenberg.txt	1904	Natalie Harris Hammond	A Woman ' s Part in a Revolution		https://www.gutenberg.org/ebooks/
1919__26__Walter Runciman__Drake, Nelson and Napoleon_distribution_gutenberg.txt	1919	Walter Runciman	Drake, Nelson and Napoleon		https://www.gutenberg.org/ebooks/
1897__6__Grover Cleveland__A Compilation of the Messages and Papers of the Presidents_distribution_gutenberg.txt	1897	Grover Cleveland	A Compilation of the Messages and Papers of the Presidents		https://www.gutenberg.org/ebooks/15863
