id	year	author	title	link
_sur001192001_01.nederlab.folia.txt	1920	surinaamsche almanak	de vraagbaak. almanak voor suriname 1920	https://www.dbnl.org/titels/titel.php?id=_sur001192001
hopm003loss01_01.nederlab.folia.txt	1859	 hopmanius	losse bladen uit het zondenregister van ondeugende kinderen	https://www.dbnl.org/titels/titel.php?id=hopm003loss01
lede003burg01_01.nederlab.folia.txt	1840	karel lodewijk ledeganck	het burgslot van zomergem	https://www.dbnl.org/titels/titel.php?id=lede003burg01
neuf002klei01_01.nederlab.folia.txt	1824-1827	margaretha jacoba de neufville	de kleine pligten (4 delen)	https://www.dbnl.org/titels/titel.php?id=neuf002klei01
verv007dich01_01.nederlab.folia.txt	1820	c.a. vervier	dichtstukjes	https://www.dbnl.org/titels/titel.php?id=verv007dich01
koet003vers01_01.nederlab.folia.txt	1855	c.e. van koetsveld	verspreide kinderverhalen	https://www.dbnl.org/titels/titel.php?id=koet003vers01
rooy011repu01_01.nederlab.folia.txt	1813	piet de rooy	republiek van rivaliteiten. nederland sinds 1813	https://www.dbnl.org/titels/titel.php?id=rooy011repu01
haan008jood01_01.nederlab.folia.txt	1915	jacob israël de haan	het joodsche lied	https://www.dbnl.org/titels/titel.php?id=haan008jood01
thij006kind01_01.nederlab.folia.txt	1905	theo thijssen	'kinderlectuur'	https://www.dbnl.org/titels/titel.php?id=thij006kind01
lede003bloe01_01.nederlab.folia.txt	1839	karel lodewijk ledeganck	bloemen mijner lente	https://www.dbnl.org/titels/titel.php?id=lede003bloe01
will028verh01_01.nederlab.folia.txt	1819-1824	j.f. willems	verhandeling over de nederduytsche tael- en letterkunde, opzigtelyk de zuydelyke provintien der nederlanden	https://www.dbnl.org/titels/titel.php?id=will028verh01
jonc003gesc02_01.nederlab.folia.txt	1889	w.j.a. jonckbloet	geschiedenis der nederlandsche letterkunde. deel 2: de middeleeuwen (2)	https://www.dbnl.org/titels/titel.php?id=jonc003gesc02
hiel001gedi01_01.nederlab.folia.txt	1863	emanuel hiel	gedichten 1861-62	https://www.dbnl.org/titels/titel.php?id=hiel001gedi01
_sur001189501_01.nederlab.folia.txt	1895	surinaamsche almanak	surinaamsche almanak voor het jaar 1895	https://www.dbnl.org/titels/titel.php?id=_sur001189501
scho082gedi07_01.nederlab.folia.txt	1902	de schoolmeester	de gedichten van den schoolmeester	https://www.dbnl.org/titels/titel.php?id=scho082gedi07
kalf003gesc05_01.nederlab.folia.txt	1910	g. kalff	geschiedenis der nederlandsche letterkunde. deel 5	https://www.dbnl.org/titels/titel.php?id=kalf003gesc05
boen003verr01_01.nederlab.folia.txt	1920	daan boens	de verrijzenis	https://www.dbnl.org/titels/titel.php?id=boen003verr01
_bij005190201_01.nederlab.folia.txt	1902	bijdragen en mededeelingen van het historisch genootschap	bijdragen en mededeelingen van het historisch genootschap. deel 23	https://www.dbnl.org/titels/titel.php?id=_bij005190201
zett001marg01_01.nederlab.folia.txt	1846	eugeen zetternam	margaretha van constantinopelen	https://www.dbnl.org/titels/titel.php?id=zett001marg01
bild002dich06_01.nederlab.folia.txt	1857	willem bilderdijk	de dichtwerken van bilderdijk. deel 5	https://www.dbnl.org/titels/titel.php?id=bild002dich06
